	S5	S6	S7	S8	S13	S14	S15	S16	S21	S22	S23	S24
PENG0000005098	2	0	0	2	1	0	1	0	6	3	3	0
PENG0000005099	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005100	0	0	0	0	0	0	0	0	0	2	0	0
PENG0000005101	0	0	0	1	0	0	0	3	1	2	0	2
PENG0000005102	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005103	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005104	0	4	0	4	0	9	0	4	0	4	0	10
PENG0000005105	0	1164	0	799	0	1378	0	540	0	1369	0	865
PENG0000005106	2144	2342	2219	2205	2348	2107	2344	2842	2300	1734	2292	2110
PENG0000005107	0	9	3	5	2	3	3	1	0	2	0	2
PENG0000005108	0	0	0	0	0	2	0	2	0	2	2	0
PENG0000005109	15	197	55	339	26	346	41	428	13	182	50	415
PENG0000005110	0	3	1	7	0	7	4	10	0	9	1	1
PENG0000005111	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005112	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005113	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005114	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005115	567	1050	480	894	507	1006	477	1889	528	770	475	1097
PENG0000005116	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005117	130	224	317	248	147	145	407	208	202	157	479	181
PENG0000005118	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005119	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005120	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005121	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005122	1	0	0	0	0	1	0	0	0	0	0	3
PENG0000005123	27	435	341	491	44	213	235	865	7	513	78	840
PENG0000005124	627	669	635	831	666	669	747	887	804	458	646	757
PENG0000005125	372	431	320	306	444	442	314	444	408	318	300	347
PENG0000005126	6350	9917	6911	7684	7127	7812	7233	5416	6256	7647	7709	7589
PENG0000005127	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005128	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005129	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005130	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005131	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005132	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005133	0	4	0	2	0	0	0	5	0	0	0	4
PENG0000005134	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005135	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005136	395	513	327	338	399	361	345	656	409	425	356	384
PENG0000005137	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005138	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005139	18	1	18	0	31	2	3	5	74	0	48	1
PENG0000005140	1095	407	1013	620	1113	476	979	529	1002	309	997	685
PENG0000005141	0	1	0	1	0	0	0	1	0	0	0	1
PENG0000005142	6	52	6	40	5	5	1	43	2	45	1	35
PENG0000005143	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005144	0	0	0	0	0	0	0	0	0	0	1	0
PENG0000005145	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005146	76	116	89	126	83	128	99	75	53	128	83	127
PENG0000005147	429	311	254	183	407	229	386	152	377	248	261	223
PENG0000005148	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005149	0	0	1	0	0	0	1	0	0	0	0	0
PENG0000005150	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005151	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005152	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005153	3099	4322	3044	4379	3318	3540	3345	5297	3055	4128	3351	3179
PENG0000005154	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005155	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005156	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005157	564	221	285	222	574	282	464	190	452	180	273	237
PENG0000005158	1483	1334	2327	2009	1619	734	2409	1736	1613	969	2894	2130
PENG0000005159	12113	12471	15773	13672	12004	8271	19837	13294	11645	9056	15215	11573
PENG0000005160	5	5	3	5	1	0	2	2	6	6	1	0
PENG0000005161	103	681	477	823	76	140	187	2660	20	751	122	838
PENG0000005162	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005163	0	126	16	83	0	88	5	40	0	74	9	93
PENG0000005164	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005165	12	9	19	13	11	3	8	4	7	11	9	4
PENG0000005166	0	0	0	3	0	0	0	0	0	1	0	0
PENG0000005167	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005168	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005169	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005170	1949	824	714	396	1913	769	843	447	1827	888	425	433
PENG0000005171	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005172	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005173	68	151	24	97	77	138	45	69	63	91	41	47
PENG0000005174	122	160	158	147	120	104	214	70	188	144	159	148
PENG0000005175	7753	15130	4399	9666	8594	13421	6307	6229	9200	11087	5582	7114
PENG0000005176	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005177	13	97	45	96	10	26	36	272	10	46	53	126
PENG0000005178	0	0	0	1	0	0	0	0	0	0	0	0
PENG0000005179	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005180	4	30	14	15	9	12	0	48	3	26	2	2
PENG0000005181	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005182	0	2	0	0	2	0	0	0	0	0	0	0
PENG0000005183	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005184	823	959	1154	1428	882	506	1311	2240	869	678	1147	1454
PENG0000005185	2	0	0	1	0	0	0	0	0	0	0	1
PENG0000005186	2120	2044	1846	2404	2247	1374	1767	3821	1377	1682	1311	2690
PENG0000005187	1934	2231	1899	2332	1793	2616	1687	1898	1539	1520	1491	2700
PENG0000005188	18	24	13	22	18	10	11	46	45	25	35	18
PENG0000005189	6	3	16	0	9	2	7	1	8	2	10	1
PENG0000005190	1234	640	805	633	1218	783	819	571	925	396	738	729
PENG0000005191	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005192	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005193	19	15	11	14	28	13	24	37	48	17	22	18
PENG0000005194	2481	2287	2104	2984	2824	1929	2281	3724	2624	1682	2248	3032
PENG0000005195	0	0	0	0	0	0	0	0	0	1	0	0
PENG0000005196	0	0	0	0	0	0	0	0	1	0	0	0
PENG0000005197	264	118	174	97	245	57	147	36	273	98	172	139
PENG0000005198	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005199	894	1336	1628	1006	939	1117	2226	535	1122	895	2093	926
PENG0000005200	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005201	0	0	2	0	0	0	1	0	3	0	0	2
PENG0000005202	0	24	1	29	0	0	1	43	1	7	2	14
PENG0000005203	0	0	0	0	0	0	0	0	1	0	0	0
PENG0000005204	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005205	8009	6388	6272	6521	9300	7030	5947	5829	7043	4593	6643	6076
PENG0000005206	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005207	9	20	4	1	10	21	4	6	8	3	11	2
PENG0000005208	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005209	2	14	2	14	1	11	9	0	4	9	5	5
PENG0000005210	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005211	1239	887	872	714	1133	557	685	1268	1271	864	1451	767
PENG0000005212	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005213	0	0	0	1	1	0	0	0	0	0	0	0
PENG0000005214	1400	2134	1605	1623	1568	1788	1893	1451	1535	1539	1402	1733
PENG0000005215	2738	4693	2538	4717	3123	2428	2997	2778	2804	2656	2210	3367
PENG0000005216	5	303	2	266	2	72	8	61	2	339	1	352
PENG0000005217	13	11	7	9	12	5	7	8	11	11	7	5
PENG0000005218	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005219	13789	16751	12100	9216	12022	11294	13064	7435	15129	17477	12534	7433
PENG0000005220	2281	1476	1638	1476	2139	1476	1821	933	2089	994	1690	1710
PENG0000005221	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005222	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005223	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005224	53	54	19	35	88	52	28	10	51	25	33	27
PENG0000005225	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005226	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005227	434	1610	315	1055	462	467	185	780	373	1128	176	1092
PENG0000005228	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005229	33	114	33	59	17	56	31	104	26	95	19	61
PENG0000005230	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005231	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005232	3	9	0	2	3	5	1	38	4	2	1	1
PENG0000005233	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005234	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005235	0	1	0	0	0	0	2	1	0	0	0	0
PENG0000005236	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005237	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005238	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005239	2015	1193	1562	1212	1882	1261	1618	963	1620	823	1680	1560
PENG0000005240	13432	6225	16230	10698	13916	7306	16792	7409	12526	4337	18280	12161
PENG0000005241	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005242	4	6	12	2	5	0	14	11	5	6	4	8
PENG0000005243	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005244	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005245	20	132	109	175	57	51	117	74	45	68	180	173
PENG0000005246	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005247	0	13	0	2	1	0	0	0	4	1	4	2
PENG0000005248	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005249	1389	2596	2042	2581	1622	2170	2359	2856	1378	2245	2383	2442
PENG0000005250	0	0	0	0	2	0	1	0	1	0	1	0
PENG0000005251	2275	706	896	267	2124	644	1104	154	2474	706	730	341
PENG0000005252	893	1487	1119	1360	925	1121	1317	1603	889	1286	950	1186
PENG0000005253	14	36	5	14	15	47	0	42	7	33	7	12
PENG0000005254	1228	1494	1104	1457	1072	803	1114	2071	1174	1197	934	1431
PENG0000005255	72	64	61	27	38	19	67	24	42	44	12	22
PENG0000005256	49	22	324	42	40	4	180	18	64	8	448	30
PENG0000005257	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005258	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005259	60	41	45	28	43	10	144	26	64	36	52	16
PENG0000005260	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005261	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005262	4	11	2	16	0	18	0	20	5	14	2	20
PENG0000005263	3	2	4	2	3	1	4	1	3	1	4	1
PENG0000005264	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005265	0	0	0	1	0	0	0	0	0	0	0	0
PENG0000005266	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005267	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005268	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005269	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005270	3	32	1	24	2	1	5	11	0	31	0	16
PENG0000005271	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005272	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005273	0	0	0	0	0	0	1	0	0	0	0	0
PENG0000005274	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005275	1	488	53	341	6	58	26	591	9	547	51	309
PENG0000005276	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005277	0	0	2	0	0	1	0	0	1	0	1	0
PENG0000005278	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005279	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005280	30	5	8	3	17	4	17	5	42	5	15	8
PENG0000005281	0	0	1	0	2	0	0	0	2	0	1	1
PENG0000005282	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005283	7457	7023	6455	8162	8184	7364	6186	14470	6858	5458	5232	8763
PENG0000005284	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005285	1276	186	813	340	1361	39	961	280	1288	64	817	112
PENG0000005286	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005287	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005288	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005289	0	0	1	0	0	0	0	12	0	0	0	0
PENG0000005290	1	2	3	1	0	2	5	0	2	0	2	3
PENG0000005291	192	278	126	306	329	117	86	251	425	105	155	270
PENG0000005292	2988	4038	3134	4847	3346	3033	3874	5096	3182	2974	3468	4127
PENG0000005293	79	225	36	187	66	152	56	298	66	146	28	137
PENG0000005294	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005295	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005296	0	3	0	5	1	2	1	0	1	3	0	0
PENG0000005297	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005298	0	7	12	12	3	0	1	18	0	10	4	10
PENG0000005299	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005300	0	0	0	0	0	0	0	0	0	1	0	0
PENG0000005301	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005302	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005303	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005304	2	41	11	52	10	16	6	599	8	69	11	94
PENG0000005305	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005306	716	1183	503	906	852	1233	577	800	831	1109	517	722
PENG0000005307	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005308	0	3	0	0	0	0	0	0	0	0	0	0
PENG0000005309	1032	2511	989	1995	1135	1439	1095	3954	1147	2372	816	1765
PENG0000005310	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005311	0	1	1	0	0	0	0	0	0	0	0	0
PENG0000005312	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005313	3	5	0	0	1	0	1	1	2	3	0	1
PENG0000005314	0	14	0	17	0	4	3	27	4	13	0	34
PENG0000005315	241	346	286	413	211	418	361	387	188	224	261	530
PENG0000005316	861	1196	1387	1957	967	615	1503	2141	1049	843	1703	1735
PENG0000005317	0	8	7	12	0	1	3	57	3	6	4	4
PENG0000005318	1	0	1	0	2	1	1	2	1	0	1	2
PENG0000005319	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005320	0	0	0	0	0	0	0	0	0	0	0	8
PENG0000005321	0	0	0	0	0	0	0	0	0	4	0	0
PENG0000005322	3518	3536	3348	4350	4026	2820	3700	4760	3631	2545	3539	3730
PENG0000005323	0	0	0	0	0	0	0	0	0	1	0	0
PENG0000005324	1566	2293	1771	2133	1680	1733	1991	1545	1601	1795	1781	1703
PENG0000005325	0	20	0	26	0	0	0	11	0	17	0	16
PENG0000005326	12	212	2	144	17	136	7	273	11	114	4	97
PENG0000005327	1831	2780	2389	2752	2038	2265	2533	3157	1980	2290	2257	3025
PENG0000005328	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005329	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005330	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005331	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005332	13	7	19	13	21	4	11	2	11	3	16	13
PENG0000005333	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005334	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005335	0	1	3	3	0	1	2	1	0	4	1	2
PENG0000005336	0	1	0	0	2	1	0	3	4	1	11	0
PENG0000005337	1	1	0	0	4	2	6	1	1	1	1	0
PENG0000005338	0	2	0	0	0	0	0	1	0	0	0	0
PENG0000005339	1	3	0	0	0	0	0	0	0	0	0	0
PENG0000005340	0	0	0	1	0	0	0	0	0	0	0	0
PENG0000005341	26	0	3	11	11	0	17	3	16	0	12	3
PENG0000005342	28	45	9	32	8	33	16	11	40	32	15	43
PENG0000005343	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005344	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005345	938	1092	978	1247	806	867	1030	1510	1000	1075	840	1026
PENG0000005346	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005347	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005348	2637	4679	1576	2926	2908	2870	1944	4628	2546	3997	1591	2811
PENG0000005349	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005350	0	0	0	0	0	2	1	0	0	0	4	0
PENG0000005351	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005352	373	1326	293	1390	715	154	166	5612	533	912	208	1099
PENG0000005353	270	613	159	149	227	178	177	67	232	697	80	169
PENG0000005354	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005355	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005356	80	199	21	50	82	107	44	226	32	127	34	32
PENG0000005357	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005358	0	0	0	0	0	0	0	0	1	0	0	0
PENG0000005359	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005360	107	645	134	536	159	889	157	694	109	714	124	489
PENG0000005361	0	1	0	0	0	1	1	0	0	1	2	0
PENG0000005362	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005363	1	0	0	2	0	0	0	4	0	0	0	1
PENG0000005364	6742	5303	5322	4845	6997	3751	6019	5487	7084	3577	5777	4327
PENG0000005365	2384	3364	2377	3319	2611	1917	2423	3624	2488	2462	2626	2957
PENG0000005366	1298	1494	1758	1788	1406	1316	1860	1274	1365	1323	1787	1329
PENG0000005367	1	10	0	9	4	0	0	24	6	6	0	23
PENG0000005368	5	13	9	17	8	11	17	70	15	16	5	6
PENG0000005369	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005370	0	0	0	0	0	0	0	0	0	0	1	0
PENG0000005371	9468	9071	8774	9684	10763	13514	8974	7558	9020	7355	8515	11023
PENG0000005372	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005373	742	1221	651	765	704	1203	700	760	777	905	735	993
PENG0000005374	15	22	16	14	11	8	29	19	13	17	17	23
PENG0000005375	0	1	0	0	0	0	0	2	0	3	0	0
PENG0000005376	0	1	0	0	0	3	0	0	0	0	0	0
PENG0000005377	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005378	0	5	0	2	0	0	0	5	0	1	0	0
PENG0000005379	95	280	181	150	160	79	106	102	208	154	330	133
PENG0000005380	2370	1085	1333	963	2442	522	1256	1026	2507	814	1517	834
PENG0000005381	0	0	0	0	0	0	0	12	0	0	0	0
PENG0000005382	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005383	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005384	10	98	16	53	12	335	30	21	16	79	17	28
PENG0000005385	2052	3646	2602	3109	2079	2841	2741	1525	2514	2419	4774	2526
PENG0000005386	335	76	471	135	408	88	268	143	330	31	413	149
PENG0000005387	1368	1275	1666	1771	1553	1798	1498	1666	1286	1017	1455	2177
PENG0000005388	1	0	0	0	1	0	0	0	2	0	0	2
PENG0000005389	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005390	0	2	0	1	0	1	0	0	0	0	1	0
PENG0000005391	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005392	0	18	10	14	0	93	29	9	0	31	0	46
PENG0000005393	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005394	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005395	48	464	138	251	33	642	113	135	77	336	167	154
PENG0000005396	2	20	13	37	1	36	13	44	4	24	2	30
PENG0000005397	1	0	0	0	1	1	0	3	1	0	1	0
PENG0000005398	1840	2093	1487	2017	2041	2302	1851	3003	1423	1654	1508	1891
PENG0000005399	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005400	1	3	1	7	0	0	0	2	0	2	0	1
PENG0000005401	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005402	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005403	8524	13637	10325	12934	9318	11512	8572	29278	9239	10144	9852	14457
PENG0000005404	0	1	0	3	0	0	0	52	0	1	1	7
PENG0000005405	0	0	0	0	0	0	0	0	0	0	2	0
PENG0000005406	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005407	31	45	21	42	29	64	32	19	17	44	20	38
PENG0000005408	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005409	0	0	0	0	0	0	0	0	2	0	0	0
PENG0000005410	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005411	0	0	0	0	0	0	0	3	0	0	0	0
PENG0000005412	0	0	0	0	0	0	0	0	0	1	0	0
PENG0000005413	0	0	0	0	0	0	0	0	0	3	0	0
PENG0000005414	771	313	409	335	741	175	607	890	839	340	516	395
PENG0000005415	2	0	1	0	0	0	1	0	0	0	0	2
PENG0000005416	0	0	0	0	0	0	0	0	1	0	3	0
PENG0000005417	2	7	2	2	1	0	9	0	4	6	3	3
PENG0000005418	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005419	3	45	4	52	6	18	6	13	10	17	16	17
PENG0000005420	1109	1727	1028	1069	1189	1351	1072	1766	1022	1203	968	1047
PENG0000005421	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005422	1	0	0	0	0	1	0	0	0	0	0	0
PENG0000005423	0	0	4	0	0	0	0	0	0	0	0	0
PENG0000005424	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005425	0	0	0	0	0	0	0	0	0	1	0	0
PENG0000005426	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005427	2	2	7	2	0	1	3	14	5	4	5	8
PENG0000005428	6579	5177	6342	5920	7707	6347	6063	4801	6399	3968	6096	6189
PENG0000005429	959	919	1177	1354	966	1319	1069	1184	783	666	1043	1434
PENG0000005430	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005431	3518	2590	3950	3141	3488	2746	4364	2588	3410	1804	4243	2966
PENG0000005432	60	95	61	85	54	141	129	49	63	83	60	125
PENG0000005433	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005434	10	33	5	22	5	2	12	30	9	30	16	16
PENG0000005435	30	282	157	323	25	153	175	183	62	151	184	291
PENG0000005436	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005437	4	5	1	2	5	9	4	1	1	6	1	4
PENG0000005438	0	0	0	0	0	0	0	3	0	0	0	0
PENG0000005439	0	0	2	0	0	0	1	0	0	0	1	0
PENG0000005440	0	0	0	0	1	0	0	0	0	0	0	0
PENG0000005441	0	0	1	0	0	0	0	0	0	0	0	0
PENG0000005442	0	0	0	1	0	1	0	0	0	0	1	0
PENG0000005443	1	0	3	0	0	0	1	0	1	0	2	1
PENG0000005444	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005445	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005446	2785	2931	1974	2673	3081	2780	2361	2772	2965	1769	2381	2689
PENG0000005447	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005448	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005449	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005450	11	241	38	155	21	115	24	153	12	208	27	158
PENG0000005451	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005452	26	30	36	26	25	11	23	149	29	15	30	15
PENG0000005453	11	282	54	218	13	56	23	279	15	133	75	167
PENG0000005454	1412	1424	2603	2204	1324	747	2940	2223	1603	1133	2688	2112
PENG0000005455	137	9380	1048	6350	152	4722	2548	1623	226	8050	929	6099
PENG0000005456	321	558	389	384	329	250	321	521	280	391	381	321
PENG0000005457	458	311	689	268	558	176	696	156	189	308	252	338
PENG0000005458	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005459	1002	187	1572	521	1002	798	1838	141	1159	103	2484	364
PENG0000005460	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005461	0	0	0	0	0	0	0	2	0	0	0	0
PENG0000005462	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005463	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005464	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005465	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005466	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005467	173	359	71	146	203	243	53	286	206	247	110	142
PENG0000005468	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005469	78	41	210	66	61	56	250	62	107	54	154	67
PENG0000005470	865	676	671	581	856	290	911	2287	917	613	826	675
PENG0000005471	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005472	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005473	0	9	0	2	0	0	0	0	0	4	0	0
PENG0000005474	4	33	2	0	0	23	0	12	0	49	0	3
PENG0000005475	4	116	19	79	5	203	28	26	0	147	9	136
PENG0000005476	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005477	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005478	3	3	0	1	0	0	0	9	0	0	3	0
PENG0000005479	0	0	0	3	0	0	0	0	0	0	0	0
PENG0000005480	77	2122	122	2491	84	111	182	22322	149	1006	175	812
PENG0000005481	0	0	0	2	0	0	4	0	0	0	0	0
PENG0000005482	6982	5991	6409	5355	7021	8425	6366	3582	6087	5407	5228	5764
PENG0000005483	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005484	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005485	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005486	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005487	1	0	0	0	1	0	0	0	0	0	0	0
PENG0000005488	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005489	0	0	0	0	0	0	0	0	0	2	0	0
PENG0000005490	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005491	5514	3474	4904	3674	5747	3861	5352	3715	5275	2641	5393	4394
PENG0000005492	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005493	0	0	2	4	0	0	1	1	0	0	0	1
PENG0000005494	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005495	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005496	0	2	0	0	0	0	0	3	0	10	1	0
PENG0000005497	0	0	0	0	0	0	0	0	0	0	4	0
PENG0000005498	21	9	7	5	15	21	25	1	9	14	14	14
PENG0000005499	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005500	0	0	0	0	0	36	0	0	0	0	0	0
PENG0000005501	5019	5137	4315	5261	5544	3766	4263	5191	4770	3385	4433	5197
PENG0000005502	0	5	0	7	0	36	3	4	0	13	0	13
PENG0000005503	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005504	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005505	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005506	9	24	9	24	25	14	10	260	17	19	33	42
PENG0000005507	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005508	497	299	408	371	506	195	472	511	511	292	455	448
PENG0000005509	3830	3199	4588	3854	3936	2275	4879	3504	3559	2082	4329	4409
PENG0000005510	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005511	0	0	1	0	0	0	0	0	0	0	0	0
PENG0000005512	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005513	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000005514	25359	12938	24675	16285	22036	11913	24470	11894	20543	9414	23886	20939
